split,db_id,n_joins,n_tables_ref,tables,join_types,topology,hardness,tier,n_fk_join_conds,n_join_conds,has_subquery,has_group_by,has_aggregation,has_where,agg_funcs,sql_tokens,query
dev,world_1,1,2,country|countrylanguage,INNER,binary,extra hard,complex,1,1,1,0,1,1,AVG,30,"SELECT avg(LifeExpectancy) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"" AND T2.IsOfficial  =  ""T"")"
dev,world_1,1,2,country|countrylanguage,INNER,binary,extra hard,complex,1,1,1,0,1,1,SUM,26,"SELECT sum(Population) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"")"
dev,world_1,1,2,country|countrylanguage,INNER,binary,extra hard,complex,1,1,1,0,1,1,SUM,26,"SELECT sum(Population) FROM country WHERE Name NOT IN (SELECT T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T2.Language  =  ""English"")"
dev,world_1,1,2,country|countrylanguage,INNER,binary,medium,moderate,1,1,0,0,0,1,,22,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.HeadOfState  =  ""Beatrix"" AND T2.IsOfficial  =  ""T"""
dev,world_1,1,2,country|countrylanguage,INNER,binary,medium,moderate,1,1,0,0,0,1,,22,"SELECT T2.Language FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE T1.HeadOfState  =  ""Beatrix"" AND T2.IsOfficial  =  ""T"""
dev,world_1,1,2,country|countrylanguage,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,23,"SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  ""T"""
dev,world_1,1,2,country|countrylanguage,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,23,"SELECT count(DISTINCT T2.Language) FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode WHERE  IndepYear  <  1930 AND T2.IsOfficial  =  ""T"""
dev,world_1,0,1,country,,single,hard,moderate,0,0,1,0,1,1,MIN,15,"SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  ""Europe"")"
dev,world_1,0,1,country,,single,hard,moderate,0,0,1,0,1,1,MIN,15,"SELECT Name FROM country WHERE SurfaceArea  >  (SELECT min(SurfaceArea) FROM country WHERE Continent  =  ""Europe"")"
dev,world_1,0,1,country,,single,hard,moderate,0,0,1,0,1,1,MAX,19,"SELECT Name FROM country WHERE Continent  =  ""Africa""  AND population  <  (SELECT max(population) FROM country WHERE Continent  =  ""Asia"")"
dev,world_1,0,1,country,,single,hard,moderate,0,0,1,0,1,1,MIN,19,"SELECT Name FROM country WHERE Continent  =  ""Africa""  AND population  <  (SELECT min(population) FROM country WHERE Continent  =  ""Asia"")"
dev,world_1,0,1,country,,single,hard,moderate,0,0,1,0,1,1,MAX,19,"SELECT Name FROM country WHERE Continent  =  ""Asia""  AND population  >  (SELECT max(population) FROM country WHERE Continent  =  ""Africa"")"
dev,world_1,0,1,country,,single,hard,moderate,0,0,1,0,1,1,MIN,19,"SELECT Name FROM country WHERE Continent  =  ""Asia""  AND population  >  (SELECT min(population) FROM country WHERE Continent  =  ""Africa"")"
dev,world_1,0,1,countrylanguage,,single,extra hard,complex,0,0,1,0,0,1,,13,"SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English"""
dev,world_1,0,1,countrylanguage,,single,extra hard,complex,0,0,1,0,0,1,,13,"SELECT CountryCode FROM countrylanguage EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English"""
dev,world_1,0,1,countrylanguage,,single,easy,simple,0,0,0,0,0,1,,9,"SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English"""
dev,world_1,0,1,countrylanguage,,single,easy,simple,0,0,0,0,0,1,,9,"SELECT DISTINCT CountryCode FROM countrylanguage WHERE LANGUAGE != ""English"""
dev,world_1,0,2,country|countrylanguage,,binary,extra hard,complex,0,0,1,0,0,1,,17,"SELECT Code FROM country WHERE GovernmentForm != ""Republic"" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English"""
dev,world_1,0,2,country|countrylanguage,,binary,extra hard,complex,0,0,1,0,0,1,,17,"SELECT Code FROM country WHERE GovernmentForm != ""Republic"" EXCEPT SELECT CountryCode FROM countrylanguage WHERE LANGUAGE  =  ""English"""
dev,world_1,2,3,country|city|countrylanguage,INNER|INNER,chain,extra hard,complex,2,2,1,0,0,1,,45,SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English')
dev,world_1,2,3,country|city|countrylanguage,INNER|INNER,chain,extra hard,complex,2,2,1,0,0,1,,45,SELECT DISTINCT T2.Name FROM country AS T1 JOIN city AS T2 ON T2.CountryCode  =  T1.Code WHERE T1.Continent  =  'Europe' AND T1.Name NOT IN (SELECT T3.Name FROM country AS T3 JOIN countrylanguage AS T4 ON T3.Code  =  T4.CountryCode WHERE T4.IsOfficial  =  'T' AND T4.Language  =  'English')
dev,world_1,2,3,country|countrylanguage|city,INNER|INNER,chain,hard,complex,2,2,0,0,0,1,,35,"select distinct t3.name from country as t1 join countrylanguage as t2 on t1.code  =  t2.countrycode join city as t3 on t1.code  =  t3.countrycode where t2.isofficial  =  't' and t2.language  =  'chinese' and t1.continent  =  ""asia"""
dev,world_1,2,3,country|countrylanguage|city,INNER|INNER,chain,hard,complex,2,2,0,0,0,1,,35,"SELECT DISTINCT T3.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode JOIN city AS T3 ON T1.Code  =  T3.CountryCode WHERE T2.IsOfficial  =  'T' AND T2.Language  =  'Chinese' AND T1.Continent  =  ""Asia"""
dev,world_1,0,1,country,,single,easy,simple,0,0,0,0,0,0,,13,"SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1"
dev,world_1,0,1,country,,single,easy,simple,0,0,0,0,0,0,,13,"SELECT Name ,  SurfaceArea ,  IndepYear FROM country ORDER BY Population LIMIT 1"
dev,world_1,0,1,country,,single,easy,simple,0,0,0,0,0,0,,14,"SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1"
dev,world_1,0,1,country,,single,easy,simple,0,0,0,0,0,0,,14,"SELECT Name ,  population ,  HeadOfState FROM country ORDER BY SurfaceArea DESC LIMIT 1"
dev,world_1,1,2,country|countrylanguage,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT|COUNT,23,"SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2"
dev,world_1,1,2,country|countrylanguage,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT|COUNT,23,"SELECT COUNT(T2.Language) ,  T1.Name FROM country AS T1 JOIN countrylanguage AS T2 ON T1.Code  =  T2.CountryCode GROUP BY T1.Name HAVING COUNT(*)  >  2"
dev,world_1,0,1,city,,single,hard,complex,0,0,1,1,1,1,COUNT|AVG,16,"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District"
dev,world_1,0,1,city,,single,hard,complex,0,0,1,1,1,1,COUNT|AVG,16,"SELECT count(*) ,  District FROM city WHERE Population  >  (SELECT avg(Population) FROM city) GROUP BY District"
dev,world_1,0,1,country,,single,medium,complex,0,0,0,1,1,0,SUM|AVG,13,"SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72"
dev,world_1,0,1,country,,single,medium,complex,0,0,0,1,1,0,SUM|AVG,13,"SELECT sum(Population) ,  GovernmentForm FROM country GROUP BY GovernmentForm HAVING avg(LifeExpectancy)  >  72"
dev,world_1,0,1,country,,single,medium,complex,0,0,0,1,1,0,SUM|AVG|AVG,15,"SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72"
dev,world_1,0,1,country,,single,medium,complex,0,0,0,1,1,0,SUM|AVG|AVG,15,"SELECT sum(Population) ,  avg(LifeExpectancy) ,  Continent FROM country GROUP BY Continent HAVING avg(LifeExpectancy)  <  72"
dev,world_1,0,1,country,,single,easy,simple,0,0,0,0,0,0,,12,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5"
dev,world_1,0,1,country,,single,easy,simple,0,0,0,0,0,0,,12,"SELECT Name ,  SurfaceArea FROM country ORDER BY SurfaceArea DESC LIMIT 5"
dev,world_1,0,1,country,,single,easy,simple,0,0,0,0,0,0,,10,SELECT Name FROM country ORDER BY Population DESC LIMIT 3
dev,world_1,0,1,country,,single,easy,simple,0,0,0,0,0,0,,10,SELECT Name FROM country ORDER BY Population DESC LIMIT 3
dev,world_1,0,1,country,,single,easy,simple,0,0,0,0,0,0,,10,SELECT Name FROM country ORDER BY Population ASC LIMIT 3
dev,world_1,0,1,country,,single,easy,simple,0,0,0,0,0,0,,10,SELECT Name FROM country ORDER BY Population ASC LIMIT 3
dev,world_1,0,1,country,,single,medium,simple,0,0,0,0,1,1,COUNT,8,"SELECT count(*) FROM country WHERE continent  =  ""Asia"""
dev,world_1,0,1,country,,single,medium,simple,0,0,0,0,1,1,COUNT,8,"SELECT count(*) FROM country WHERE continent  =  ""Asia"""
dev,world_1,0,1,country,,single,easy,simple,0,0,0,0,0,1,,12,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000"""
dev,world_1,0,1,country,,single,easy,simple,0,0,0,0,0,1,,12,"SELECT Name FROM country WHERE continent  =  ""Europe"" AND Population  =  ""80000"""
dev,world_1,0,1,country,,single,medium,simple,0,0,0,0,1,1,SUM|AVG,15,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000"
dev,world_1,0,1,country,,single,medium,simple,0,0,0,0,1,1,SUM|AVG,15,"select sum(population) ,  avg(surfacearea) from country where continent  =  ""north america"" and surfacearea  >  3000"
dev,world_1,0,1,city,,single,easy,simple,0,0,0,0,0,1,,10,SELECT name FROM city WHERE Population BETWEEN 160000 AND 900000
dev,world_1,0,1,city,,single,easy,simple,0,0,0,0,0,1,,10,select name from city where population between 160000 and 900000
dev,world_1,0,1,countrylanguage,,single,medium,moderate,0,0,0,1,1,0,COUNT,13,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1
dev,world_1,0,1,countrylanguage,,single,medium,moderate,0,0,0,1,1,0,COUNT,13,SELECT LANGUAGE FROM countrylanguage GROUP BY LANGUAGE ORDER BY count(*) DESC LIMIT 1
dev,world_1,0,1,countrylanguage,,single,medium,moderate,0,0,0,1,1,0,MAX,11,"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode"
dev,world_1,0,1,countrylanguage,,single,medium,moderate,0,0,0,1,1,0,MAX,11,"SELECT LANGUAGE ,  CountryCode ,  max(Percentage) FROM countrylanguage GROUP BY CountryCode"
dev,world_1,0,1,countrylanguage,,single,medium,moderate,0,0,0,1,1,1,COUNT|MAX,13,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode"
dev,world_1,0,1,countrylanguage,,single,medium,moderate,0,0,0,1,1,1,COUNT|MAX,13,"SELECT count(*) ,   max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode"
dev,world_1,0,1,countrylanguage,,single,medium,moderate,0,0,0,1,1,1,MAX,13,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode"
dev,world_1,0,1,countrylanguage,,single,medium,moderate,0,0,0,1,1,1,MAX,13,"SELECT CountryCode ,  max(Percentage) FROM countrylanguage WHERE LANGUAGE  =  ""Spanish"" GROUP BY CountryCode"
dev,orchestra,0,1,conductor,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM conductor
dev,orchestra,0,1,conductor,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM conductor
dev,orchestra,0,1,conductor,,single,easy,simple,0,0,0,0,0,0,,8,SELECT Name FROM conductor ORDER BY Age ASC
dev,orchestra,0,1,conductor,,single,easy,simple,0,0,0,0,0,0,,8,SELECT Name FROM conductor ORDER BY Age ASC
dev,orchestra,0,1,conductor,,single,easy,simple,0,0,0,0,0,1,,8,SELECT Name FROM conductor WHERE Nationality != 'USA'
dev,orchestra,0,1,conductor,,single,easy,simple,0,0,0,0,0,1,,8,SELECT Name FROM conductor WHERE Nationality != 'USA'
dev,orchestra,0,1,orchestra,,single,easy,simple,0,0,0,0,0,0,,8,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC
dev,orchestra,0,1,orchestra,,single,easy,simple,0,0,0,0,0,0,,8,SELECT Record_Company FROM orchestra ORDER BY Year_of_Founded DESC
dev,orchestra,0,1,SHOW,,single,medium,simple,0,0,0,0,1,0,AVG,4,SELECT avg(Attendance) FROM SHOW
dev,orchestra,0,1,SHOW,,single,medium,simple,0,0,0,0,1,0,AVG,4,SELECT avg(Attendance) FROM SHOW
dev,orchestra,0,1,performance,,single,medium,simple,0,0,0,0,1,1,MAX|MIN,11,"SELECT max(SHARE) ,  min(SHARE) FROM performance WHERE TYPE != ""Live final"""
dev,orchestra,0,1,performance,,single,medium,simple,0,0,0,0,1,1,MAX|MIN,11,"SELECT max(SHARE) ,  min(SHARE) FROM performance WHERE TYPE != ""Live final"""
dev,orchestra,0,1,conductor,,single,medium,simple,0,0,0,0,1,0,COUNT,5,SELECT count(DISTINCT Nationality) FROM conductor
dev,orchestra,0,1,conductor,,single,medium,simple,0,0,0,0,1,0,COUNT,5,SELECT count(DISTINCT Nationality) FROM conductor
dev,orchestra,0,1,conductor,,single,easy,simple,0,0,0,0,0,0,,8,SELECT Name FROM conductor ORDER BY Year_of_Work DESC
dev,orchestra,0,1,conductor,,single,easy,simple,0,0,0,0,0,0,,8,SELECT Name FROM conductor ORDER BY Year_of_Work DESC
dev,orchestra,0,1,conductor,,single,easy,simple,0,0,0,0,0,0,,10,SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1
dev,orchestra,0,1,conductor,,single,easy,simple,0,0,0,0,0,0,,10,SELECT Name FROM conductor ORDER BY Year_of_Work DESC LIMIT 1
dev,orchestra,1,2,conductor|orchestra,INNER,binary,medium,moderate,1,1,0,0,0,0,,16,"SELECT T1.Name ,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID"
dev,orchestra,1,2,conductor|orchestra,INNER,binary,medium,moderate,1,1,0,0,0,0,,16,"SELECT T1.Name ,  T2.Orchestra FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID"
dev,orchestra,1,2,conductor|orchestra,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,21,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID HAVING COUNT(*)  >  1
dev,orchestra,1,2,conductor|orchestra,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,21,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID HAVING COUNT(*)  >  1
dev,orchestra,1,2,conductor|orchestra,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1
dev,orchestra,1,2,conductor|orchestra,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID GROUP BY T2.Conductor_ID ORDER BY COUNT(*) DESC LIMIT 1
dev,orchestra,1,2,conductor|orchestra,INNER,binary,medium,moderate,1,1,0,0,0,1,,18,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE Year_of_Founded  >  2008
dev,orchestra,1,2,conductor|orchestra,INNER,binary,medium,moderate,1,1,0,0,0,1,,18,SELECT T1.Name FROM conductor AS T1 JOIN orchestra AS T2 ON T1.Conductor_ID  =  T2.Conductor_ID WHERE Year_of_Founded  >  2008
dev,orchestra,0,1,orchestra,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company"
dev,orchestra,0,1,orchestra,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT Record_Company ,  COUNT(*) FROM orchestra GROUP BY Record_Company"
dev,orchestra,0,1,orchestra,,single,medium,moderate,0,0,0,1,1,0,COUNT,11,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC
dev,orchestra,0,1,orchestra,,single,medium,moderate,0,0,0,1,1,0,COUNT,11,SELECT Major_Record_Format FROM orchestra GROUP BY Major_Record_Format ORDER BY COUNT(*) ASC
dev,orchestra,0,1,orchestra,,single,medium,moderate,0,0,0,1,1,0,COUNT,13,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1
dev,orchestra,0,1,orchestra,,single,medium,moderate,0,0,0,1,1,0,COUNT,13,SELECT Record_Company FROM orchestra GROUP BY Record_Company ORDER BY COUNT(*) DESC LIMIT 1
dev,orchestra,0,2,orchestra|performance,,binary,hard,moderate,0,0,1,0,0,1,,12,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance)
dev,orchestra,0,2,orchestra|performance,,binary,hard,moderate,0,0,1,0,0,1,,12,SELECT Orchestra FROM orchestra WHERE Orchestra_ID NOT IN (SELECT Orchestra_ID FROM performance)
dev,orchestra,0,1,orchestra,,single,extra hard,complex,0,0,1,0,0,1,,17,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003
dev,orchestra,0,1,orchestra,,single,extra hard,complex,0,0,1,0,0,1,,17,SELECT Record_Company FROM orchestra WHERE Year_of_Founded  <  2003 INTERSECT SELECT Record_Company FROM orchestra WHERE Year_of_Founded  >  2003
dev,orchestra,0,1,orchestra,,single,medium,simple,0,0,0,0,1,1,COUNT,12,"SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD"""
dev,orchestra,0,1,orchestra,,single,medium,simple,0,0,0,0,1,1,COUNT,12,"SELECT COUNT(*) FROM orchestra WHERE Major_Record_Format  =  ""CD"" OR Major_Record_Format  =  ""DVD"""
dev,orchestra,1,2,orchestra|performance,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,21,SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1
dev,orchestra,1,2,orchestra|performance,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,21,SELECT Year_of_Founded FROM orchestra AS T1 JOIN performance AS T2 ON T1.Orchestra_ID  =  T2.Orchestra_ID GROUP BY T2.Orchestra_ID HAVING COUNT(*)  >  1
dev,network_1,0,1,Highschooler,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM Highschooler
dev,network_1,0,1,Highschooler,,single,medium,simple,0,0,0,0,1,0,COUNT,4,SELECT count(*) FROM Highschooler
dev,network_1,0,1,Highschooler,,single,easy,simple,0,0,0,0,0,0,,6,"SELECT name ,  grade FROM Highschooler"
dev,network_1,0,1,Highschooler,,single,easy,simple,0,0,0,0,0,0,,6,"SELECT name ,  grade FROM Highschooler"
dev,network_1,0,1,Highschooler,,single,easy,simple,0,0,0,0,0,0,,4,SELECT grade FROM Highschooler
dev,network_1,0,1,Highschooler,,single,easy,simple,0,0,0,0,0,0,,4,SELECT grade FROM Highschooler
dev,network_1,0,1,Highschooler,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle"""
dev,network_1,0,1,Highschooler,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT grade FROM Highschooler WHERE name  =  ""Kyle"""
dev,network_1,0,1,Highschooler,,single,easy,simple,0,0,0,0,0,1,,8,SELECT name FROM Highschooler WHERE grade  =  10
dev,network_1,0,1,Highschooler,,single,easy,simple,0,0,0,0,0,1,,8,SELECT name FROM Highschooler WHERE grade  =  10
dev,network_1,0,1,Highschooler,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle"""
dev,network_1,0,1,Highschooler,,single,easy,simple,0,0,0,0,0,1,,8,"SELECT ID FROM Highschooler WHERE name  =  ""Kyle"""
dev,network_1,0,1,Highschooler,,single,medium,simple,0,0,0,0,1,1,COUNT,12,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10
dev,network_1,0,1,Highschooler,,single,medium,simple,0,0,0,0,1,1,COUNT,12,SELECT count(*) FROM Highschooler WHERE grade  =  9 OR grade  =  10
dev,network_1,0,1,Highschooler,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade"
dev,network_1,0,1,Highschooler,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT grade ,  count(*) FROM Highschooler GROUP BY grade"
dev,network_1,0,1,Highschooler,,single,medium,moderate,0,0,0,1,1,0,COUNT,13,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1
dev,network_1,0,1,Highschooler,,single,medium,moderate,0,0,0,1,1,0,COUNT,13,SELECT grade FROM Highschooler GROUP BY grade ORDER BY count(*) DESC LIMIT 1
dev,network_1,0,1,Highschooler,,single,medium,complex,0,0,0,1,1,0,COUNT,11,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4
dev,network_1,0,1,Highschooler,,single,medium,complex,0,0,0,1,1,0,COUNT,11,SELECT grade FROM Highschooler GROUP BY grade HAVING count(*)  >=  4
dev,network_1,0,1,Friend,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id"
dev,network_1,0,1,Friend,,single,medium,moderate,0,0,0,1,1,0,COUNT,9,"SELECT student_id ,  count(*) FROM Friend GROUP BY student_id"
dev,network_1,1,2,Friend|Highschooler,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,19,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id"
dev,network_1,1,2,Friend|Highschooler,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,19,"SELECT T2.name ,  count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id"
dev,network_1,1,2,Friend|Highschooler,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1
dev,network_1,1,2,Friend|Highschooler,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,23,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id ORDER BY count(*) DESC LIMIT 1
dev,network_1,1,2,Friend|Highschooler,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,21,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3
dev,network_1,1,2,Friend|Highschooler,INNER,binary,medium,complex,1,1,0,1,1,0,COUNT,21,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id GROUP BY T1.student_id HAVING count(*)  >=  3
dev,network_1,2,2,Friend|Highschooler,INNER|INNER,binary,hard,complex,2,2,0,0,0,1,,26,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle"""
dev,network_1,2,2,Friend|Highschooler,INNER|INNER,binary,hard,complex,2,2,0,0,0,1,,26,"SELECT T3.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id JOIN Highschooler AS T3 ON T1.friend_id  =  T3.id WHERE T2.name  =  ""Kyle"""
dev,network_1,1,2,Friend|Highschooler,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,18,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle"""
dev,network_1,1,2,Friend|Highschooler,INNER,binary,medium,moderate,1,1,0,0,1,1,COUNT,18,"SELECT count(*) FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id WHERE T2.name  =  ""Kyle"""
dev,network_1,0,2,Highschooler|Friend,,binary,extra hard,complex,0,0,1,0,0,0,,9,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend
dev,network_1,0,2,Highschooler|Friend,,binary,extra hard,complex,0,0,1,0,0,0,,9,SELECT id FROM Highschooler EXCEPT SELECT student_id FROM Friend
dev,network_1,1,2,Highschooler|Friend,INNER,binary,extra hard,complex,1,1,1,0,0,0,,19,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id
dev,network_1,1,2,Highschooler|Friend,INNER,binary,extra hard,complex,1,1,1,0,0,0,,19,SELECT name FROM Highschooler EXCEPT SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id
dev,network_1,0,2,Friend|Likes,,binary,extra hard,complex,0,0,1,0,0,0,,9,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes
dev,network_1,0,2,Friend|Likes,,binary,extra hard,complex,0,0,1,0,0,0,,9,SELECT student_id FROM Friend INTERSECT SELECT liked_id FROM Likes
dev,network_1,2,3,Friend|Highschooler|Likes,INNER|INNER,chain,extra hard,extra,2,2,1,0,0,0,,29,SELECT T2.name FROM Friend AS T1 JOIN Highschooler AS T2 ON T1.student_id  =  T2.id INTERSECT SELECT T2.name FROM Likes AS T1 JOIN Highschooler AS T2 ON T1.liked_id  =  T2.id
